"General_phylogeny"	"Common_name"	"Family"	"Genus"	"Species"	"Notes"	"Sequencing_Type"	"Paper"	"Accession"	"Multi_species_accession"	"Run"	"is.subset"	"primerset"
"Old_World"	"olive colobus"	"Cercopithecidae"	"procolobus"	"procolobus gordonorum"	NA	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_2_R_2_1_58"	TRUE	"ITS3:ITS4"
"Old_World"	"olive colobus"	"Cercopithecidae"	"procolobus"	"procolobus gordonorum"	NA	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_2_R_2_2_59"	TRUE	"ITS3:ITS4"
"Old_World"	"olive colobus"	"Cercopithecidae"	"procolobus"	"procolobus gordonorum"	NA	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_2_R_2_3_60"	TRUE	"ITS3:ITS4"
"Old_World"	"olive colobus"	"Cercopithecidae"	"procolobus"	"procolobus gordonorum"	NA	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_2_R_2_4_61"	TRUE	"ITS3:ITS4"
"Old_World"	"olive colobus"	"Cercopithecidae"	"procolobus"	"procolobus gordonorum"	NA	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_2_R_2_5_62"	TRUE	"ITS3:ITS4"
"Old_World"	"olive colobus"	"Cercopithecidae"	"procolobus"	"procolobus gordonorum"	NA	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_2_R_2_6_63"	TRUE	"ITS3:ITS4"
"Old_World"	"olive colobus"	"Cercopithecidae"	"procolobus"	"procolobus gordonorum"	NA	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_2_R_2_7_64"	TRUE	"ITS3:ITS4"
"Old_World"	"olive colobus"	"Cercopithecidae"	"procolobus"	"procolobus gordonorum"	NA	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_2_R_2_8_65"	TRUE	"ITS3:ITS4"
"Old_World"	"baboon"	"Cercopithecidae"	"papio"	"papio cynocephalus"	"in two papers with the same samples"	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_3B_B_3_10_30B"	TRUE	"ITS3:ITS4"
"Old_World"	"baboon"	"Cercopithecidae"	"papio"	"papio cynocephalus"	"in two papers with the same samples"	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_3B_B_3_1_21B"	TRUE	"ITS3:ITS4"
"Old_World"	"baboon"	"Cercopithecidae"	"papio"	"papio cynocephalus"	"in two papers with the same samples"	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_3B_B_3_2_22B"	TRUE	"ITS3:ITS4"
"Old_World"	"baboon"	"Cercopithecidae"	"papio"	"papio cynocephalus"	"in two papers with the same samples"	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_3B_B_3_3_23B"	TRUE	"ITS3:ITS4"
"Old_World"	"baboon"	"Cercopithecidae"	"papio"	"papio cynocephalus"	"in two papers with the same samples"	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_3B_B_3_4_24B"	TRUE	"ITS3:ITS4"
"Old_World"	"baboon"	"Cercopithecidae"	"papio"	"papio cynocephalus"	"in two papers with the same samples"	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_3B_B_3_5_25B"	TRUE	"ITS3:ITS4"
"Old_World"	"baboon"	"Cercopithecidae"	"papio"	"papio cynocephalus"	"in two papers with the same samples"	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_3B_B_3_6_26B"	TRUE	"ITS3:ITS4"
"Old_World"	"baboon"	"Cercopithecidae"	"papio"	"papio cynocephalus"	"in two papers with the same samples"	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_3B_B_3_7_27B"	TRUE	"ITS3:ITS4"
"Old_World"	"baboon"	"Cercopithecidae"	"papio"	"papio cynocephalus"	"in two papers with the same samples"	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_3B_B_3_8_28B"	TRUE	"ITS3:ITS4"
"Old_World"	"baboon"	"Cercopithecidae"	"papio"	"papio cynocephalus"	"in two papers with the same samples"	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_3B_B_3_9_29B"	TRUE	"ITS3:ITS4"
"Old_World"	"olive colobus"	"Cercopithecidae"	"procolobus"	"procolobus gordonorum"	NA	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_3_R_3_1_66"	TRUE	"ITS3:ITS4"
"Old_World"	"olive colobus"	"Cercopithecidae"	"procolobus"	"procolobus gordonorum"	NA	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_3_R_3_2_67"	TRUE	"ITS3:ITS4"
"Old_World"	"olive colobus"	"Cercopithecidae"	"procolobus"	"procolobus gordonorum"	NA	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_3_R_3_3_68"	TRUE	"ITS3:ITS4"
"Old_World"	"olive colobus"	"Cercopithecidae"	"procolobus"	"procolobus gordonorum"	NA	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_3_R_3_4_69"	TRUE	"ITS3:ITS4"
"Old_World"	"olive colobus"	"Cercopithecidae"	"procolobus"	"procolobus gordonorum"	NA	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_3_R_3_5_70"	TRUE	"ITS3:ITS4"
"Old_World"	"olive colobus"	"Cercopithecidae"	"procolobus"	"procolobus gordonorum"	NA	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_3_R_3_6_71"	TRUE	"ITS3:ITS4"
"Old_World"	"olive colobus"	"Cercopithecidae"	"procolobus"	"procolobus gordonorum"	NA	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_3_R_3_7_72"	TRUE	"ITS3:ITS4"
"Old_World"	"olive colobus"	"Cercopithecidae"	"procolobus"	"procolobus gordonorum"	NA	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_3_R_3_8_73"	TRUE	"ITS3:ITS4"
"Old_World"	"olive colobus"	"Cercopithecidae"	"procolobus"	"procolobus gordonorum"	NA	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_4_R_4_1_74"	TRUE	"ITS3:ITS4"
"Old_World"	"olive colobus"	"Cercopithecidae"	"procolobus"	"procolobus gordonorum"	NA	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_4_R_4_2_75"	TRUE	"ITS3:ITS4"
"Old_World"	"olive colobus"	"Cercopithecidae"	"procolobus"	"procolobus gordonorum"	NA	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_4_R_4_3_76"	TRUE	"ITS3:ITS4"
"Old_World"	"olive colobus"	"Cercopithecidae"	"procolobus"	"procolobus gordonorum"	NA	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_4_R_4_4_77"	TRUE	"ITS3:ITS4"
"Old_World"	"olive colobus"	"Cercopithecidae"	"procolobus"	"procolobus gordonorum"	NA	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_4_R_4_5_78"	TRUE	"ITS3:ITS4"
"Old_World"	"olive colobus"	"Cercopithecidae"	"procolobus"	"procolobus gordonorum"	NA	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_4_R_4_6_79"	TRUE	"ITS3:ITS4"
"Old_World"	"olive colobus"	"Cercopithecidae"	"procolobus"	"procolobus gordonorum"	NA	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_4_R_4_7_80"	TRUE	"ITS3:ITS4"
"Old_World"	"olive colobus"	"Cercopithecidae"	"procolobus"	"procolobus gordonorum"	NA	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_4_R_4_8_81"	TRUE	"ITS3:ITS4"
"Old_World"	"olive colobus"	"Cercopithecidae"	"procolobus"	"procolobus gordonorum"	NA	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_5_R_5_1_82"	TRUE	"ITS3:ITS4"
"Old_World"	"olive colobus"	"Cercopithecidae"	"procolobus"	"procolobus gordonorum"	NA	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_5_R_5_2_83"	TRUE	"ITS3:ITS4"
"Old_World"	"olive colobus"	"Cercopithecidae"	"procolobus"	"procolobus gordonorum"	NA	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_5_R_5_3_84"	TRUE	"ITS3:ITS4"
"Old_World"	"olive colobus"	"Cercopithecidae"	"procolobus"	"procolobus gordonorum"	NA	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_5_R_5_4_85"	TRUE	"ITS3:ITS4"
"Old_World"	"olive colobus"	"Cercopithecidae"	"procolobus"	"procolobus gordonorum"	NA	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_5_R_5_5_86"	TRUE	"ITS3:ITS4"
"Old_World"	"olive colobus"	"Cercopithecidae"	"procolobus"	"procolobus gordonorum"	NA	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_5_R_5_6_87"	TRUE	"ITS3:ITS4"
"Old_World"	"olive colobus"	"Cercopithecidae"	"procolobus"	"procolobus gordonorum"	NA	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_5_R_5_7_88"	TRUE	"ITS3:ITS4"
"Old_World"	"olive colobus"	"Cercopithecidae"	"procolobus"	"procolobus gordonorum"	NA	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_5_R_5_8_89"	TRUE	"ITS3:ITS4"
"Old_World"	"olive colobus"	"Cercopithecidae"	"procolobus"	"procolobus gordonorum"	NA	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_6_R_6_1_90"	TRUE	"ITS3:ITS4"
"Old_World"	"olive colobus"	"Cercopithecidae"	"procolobus"	"procolobus gordonorum"	NA	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_6_R_6_2_91"	TRUE	"ITS3:ITS4"
"Old_World"	"olive colobus"	"Cercopithecidae"	"procolobus"	"procolobus gordonorum"	NA	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_6_R_6_3_92"	TRUE	"ITS3:ITS4"
"Old_World"	"olive colobus"	"Cercopithecidae"	"procolobus"	"procolobus gordonorum"	NA	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_6_R_6_4_93"	TRUE	"ITS3:ITS4"
"Old_World"	"olive colobus"	"Cercopithecidae"	"procolobus"	"procolobus gordonorum"	NA	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_6_R_6_5_94"	TRUE	"ITS3:ITS4"
"Old_World"	"olive colobus"	"Cercopithecidae"	"procolobus"	"procolobus gordonorum"	NA	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_6_R_6_6_95"	TRUE	"ITS3:ITS4"
"Old_World"	"olive colobus"	"Cercopithecidae"	"procolobus"	"procolobus gordonorum"	NA	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_6_R_6_7_96"	TRUE	"ITS3:ITS4"
"Old_World"	"olive colobus"	"Cercopithecidae"	"procolobus"	"procolobus gordonorum"	NA	"ITS2"	"Barelli2020"	"PRJEB37770"	TRUE	"MW_6_R_6_8_97"	TRUE	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"H33_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"H34_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"H35_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"H36_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"H37_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"H38_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"H39_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"H40_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"H41_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"H42_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"H43_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"H44_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"H45_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"H46_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"H47_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"H48_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"H49_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"H50_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"H51_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"H52_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"H53_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"H54_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"H55_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"H56_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"H57_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"H58_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"H59_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"H60_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"17_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"18_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"19_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"20_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"21_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"22_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"23_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"24_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"25_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"29_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"30_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"31_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"32_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"35_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"H509_009"	NA	"ITS3:ITS4"
"Ape"	"human"	"Hominidae"	"homo"	"homo sapiens"	"gomez and truter 2024"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"H510_009"	NA	"ITS3:ITS4"
"Ape"	"chimpanzee"	"Hominidae"	"pan"	"pan troglodytes schweinfurthii"	"gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"1_010"	NA	"ITS3:ITS4"
"Ape"	"chimpanzee"	"Hominidae"	"pan"	"pan troglodytes schweinfurthii"	"gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"2_010"	NA	"ITS3:ITS4"
"Ape"	"chimpanzee"	"Hominidae"	"pan"	"pan troglodytes schweinfurthii"	"gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"3_010"	NA	"ITS3:ITS4"
"Ape"	"chimpanzee"	"Hominidae"	"pan"	"pan troglodytes schweinfurthii"	"gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"4_010"	NA	"ITS3:ITS4"
"Ape"	"chimpanzee"	"Hominidae"	"pan"	"pan troglodytes schweinfurthii"	"gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"5_010"	NA	"ITS3:ITS4"
"Ape"	"chimpanzee"	"Hominidae"	"pan"	"pan troglodytes schweinfurthii"	"gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"7_010"	NA	"ITS3:ITS4"
"Ape"	"chimpanzee"	"Hominidae"	"pan"	"pan troglodytes schweinfurthii"	"gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"8_010"	NA	"ITS3:ITS4"
"Ape"	"chimpanzee"	"Hominidae"	"pan"	"pan troglodytes schweinfurthii"	"gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"9_010"	NA	"ITS3:ITS4"
"Ape"	"chimpanzee"	"Hominidae"	"pan"	"pan troglodytes schweinfurthii"	"gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"10_010"	NA	"ITS3:ITS4"
"Ape"	"chimpanzee"	"Hominidae"	"pan"	"pan troglodytes schweinfurthii"	"gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"11_010"	NA	"ITS3:ITS4"
"Ape"	"chimpanzee"	"Hominidae"	"pan"	"pan troglodytes schweinfurthii"	"gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"12_010"	NA	"ITS3:ITS4"
"Ape"	"chimpanzee"	"Hominidae"	"pan"	"pan troglodytes schweinfurthii"	"gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"13_010"	NA	"ITS3:ITS4"
"Ape"	"chimpanzee"	"Hominidae"	"pan"	"pan troglodytes schweinfurthii"	"gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"14_010"	NA	"ITS3:ITS4"
"Ape"	"chimpanzee"	"Hominidae"	"pan"	"pan troglodytes schweinfurthii"	"gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"15_010"	NA	"ITS3:ITS4"
"Ape"	"chimpanzee"	"Hominidae"	"pan"	"pan troglodytes schweinfurthii"	"gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"16_010"	NA	"ITS3:ITS4"
"Ape"	"chimpanzee"	"Hominidae"	"pan"	"pan troglodytes schweinfurthii"	"gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"M160_010"	NA	"ITS3:ITS4"
"Ape"	"chimpanzee"	"Hominidae"	"pan"	"pan troglodytes schweinfurthii"	"gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"H11_010"	NA	"ITS3:ITS4"
"Old_World"	"agile mangabey"	"Cercopithecidae"	"cercocebus"	"cercocebus agilis"	"gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"102M_010"	NA	"ITS3:ITS4"
"Old_World"	"agile mangabey"	"Cercopithecidae"	"cercocebus"	"cercocebus agilis"	"gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"249M_010"	NA	"ITS3:ITS4"
"Old_World"	"agile mangabey"	"Cercopithecidae"	"cercocebus"	"cercocebus agilis"	"gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"251M_011"	NA	"ITS3:ITS4"
"Old_World"	"agile mangabey"	"Cercopithecidae"	"cercocebus"	"cercocebus agilis"	"gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"253M_010"	NA	"ITS3:ITS4"
"Old_World"	"agile mangabey"	"Cercopithecidae"	"cercocebus"	"cercocebus agilis"	"gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"87M_010"	NA	"ITS3:ITS4"
"Old_World"	"agile mangabey"	"Cercopithecidae"	"cercocebus"	"cercocebus agilis"	"gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"M157_010"	NA	"ITS3:ITS4"
"Old_World"	"agile mangabey"	"Cercopithecidae"	"cercocebus"	"cercocebus agilis"	"gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"M158_010"	NA	"ITS3:ITS4"
"Old_World"	"agile mangabey"	"Cercopithecidae"	"cercocebus"	"cercocebus agilis"	"gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"M159_010"	NA	"ITS3:ITS4"
"Old_World"	"agile mangabey"	"Cercopithecidae"	"cercocebus"	"cercocebus agilis"	"gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"M255_010"	NA	"ITS3:ITS4"
"Old_World"	"agile mangabey"	"Cercopithecidae"	"cercocebus"	"cercocebus agilis"	"gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"M45_010"	NA	"ITS3:ITS4"
"Old_World"	"agile mangabey"	"Cercopithecidae"	"cercocebus"	"cercocebus agilis"	"gomez"	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"M49_010"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla beringei"	NA	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"B1_009"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla beringei"	NA	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"B2_009"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla beringei"	NA	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"B3_009"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla beringei"	NA	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"B4_009"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla beringei"	NA	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"H1_009"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla beringei"	NA	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"K1_009"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla beringei"	NA	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"K2_009"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla beringei"	NA	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"K3_009"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla beringei"	NA	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"K4_009"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla beringei"	NA	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"K5_009"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla beringei"	NA	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"K6_009"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla beringei"	NA	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"K7_009"	NA	"ITS3:ITS4"
"Ape"	"gorilla"	"Hominidae"	"gorilla"	"gorilla beringei"	NA	"ITS2"	"sharma2022"	"PRJNA686661"	TRUE	"K8_009"	NA	"ITS3:ITS4"
